Wall time,Step,Value
1593832761.8780854,0,0.5425481796264648
1593832762.3438396,1,0.5646028518676758
1593832762.8386335,2,0.5750141143798828
1593832763.2634978,3,0.5866031646728516
1593832763.775128,4,0.601536750793457
1593832764.2769456,5,0.6084051132202148
1593832764.765642,6,0.6116552352905273
1593832765.258329,7,0.5999002456665039
1593832765.7480145,8,0.6259174346923828
1593832766.242693,9,0.6470508575439453
1593832766.7294004,10,0.6546077728271484
1593832767.2220726,11,0.6442890167236328
1593832767.7117658,12,0.6649961471557617
1593832768.2044473,13,0.6914863586425781
1593832768.7200668,14,0.6978788375854492
1593832769.212751,15,0.7165536880493164
1593832769.7004473,16,0.7073850631713867
1593832770.193236,17,0.7404346466064453
1593832770.699882,18,0.7563714981079102
1593832771.1865804,19,0.7710599899291992
1593832771.6792655,20,0.6824588775634766
1593832772.166959,21,0.7455511093139648
1593832772.669615,22,0.7571096420288086
1593832773.162298,23,0.7808284759521484
1593832773.7636898,24,0.7930116653442383
1593832774.1725957,25,0.8015422821044922
1593832774.684228,26,0.81427001953125
1593832775.1908739,27,0.7520990371704102
1593832775.6855617,28,0.8155336380004883
1593832776.181362,29,0.853917121887207
1593832776.673017,30,0.8746747970581055
1593832777.1646988,31,0.8390522003173828
1593832777.6533988,32,0.8449678421020508
1593832778.1470723,33,0.8848409652709961
1593832778.571937,34,0.8986415863037109
1593832779.0736725,35,0.8722133636474609
1593832779.4815698,36,0.7997369766235352
1593832780.0022006,37,0.8692407608032227
1593832780.4978733,38,0.8876771926879883
1593832781.0105047,39,0.8903121948242188
1593832781.5011916,40,0.8892059326171875
1593832781.99188,41,0.7952871322631836
1593832782.480573,42,0.8470058441162109
1593832782.9732554,43,0.8847017288208008
1593832783.4649408,44,0.905186653137207
1593832783.956625,45,0.9128313064575195
1593832784.4463155,46,0.8911552429199219
1593832784.854225,47,0.9048099517822266
1593832785.3788218,48,0.9126605987548828
1593832785.8814778,49,0.9279556274414062
1593832786.3821409,50,0.9295921325683594
1593832786.8768177,51,0.9355974197387695
1593832787.374487,52,0.933619499206543
1593832787.8671684,53,0.9348411560058594
1593832788.3558614,54,0.912872314453125
1593832788.8495424,55,0.9135465621948242
1593832789.3452175,56,0.9157276153564453
1593832789.7571187,57,0.9267330169677734
1593832790.2677507,58,0.9380569458007812
1593832790.6995945,59,0.9406642913818359
1593832791.2221975,60,0.9452419281005859
1593832791.7108912,61,0.943638801574707
1593832792.20457,62,0.9427175521850586
1593832792.6952584,63,0.9350252151489258
1593832793.1869435,64,0.9446706771850586
1593832793.6776307,65,0.9488306045532227
1593832794.1703146,66,0.9506092071533203
1593832794.6619987,67,0.9528656005859375
1593832795.103846,68,0.9517822265625
1593832795.6254241,69,0.9542827606201172
1593832796.1171103,70,0.9480791091918945
1593832796.607796,71,0.9414701461791992
1593832797.101476,72,0.9404373168945312
1593832797.590177,73,0.9390983581542969
1593832798.0918295,74,0.9495162963867188
1593832798.586505,75,0.9555816650390625
1593832799.0761971,76,0.9412937164306641
1593832799.5728703,77,0.9267177581787109
1593832800.06954,78,0.8965635299682617
1593832800.5622237,79,0.7806825637817383
1593832801.0499246,80,0.8378438949584961
1593832801.5485845,81,0.8272943496704102
1593832802.0462537,82,0.9132423400878906
1593832802.5359445,83,0.9347944259643555
1593832803.0306222,84,0.9354019165039062
1593832803.5193145,85,0.9351415634155273
1593832804.0119975,86,0.935664176940918
1593832804.4458387,87,0.9501333236694336
1593832804.982404,88,0.9516105651855469
1593832805.3923078,89,0.9559574127197266
1593832805.9029427,90,0.9547481536865234
1593832806.398617,91,0.9581184387207031
1593832806.889305,92,0.9511089324951172
1593832807.2912292,93,0.9439020156860352
1593832807.82585,94,0.9313449859619141
1593832808.3166294,95,0.9546165466308594
1593832808.8093166,96,0.9569816589355469
1593832809.3000004,97,0.9584903717041016
1593832809.791688,98,0.9542694091796875
1593832810.2853673,99,0.9571514129638672
1593832810.6872914,100,0.9602451324462891
1593832811.2019148,101,0.9606094360351562
1593832811.6965926,102,0.9611501693725586
1593832812.1832912,103,0.9621343612670898
1593832812.673979,104,0.9624958038330078
1593832813.1647706,105,0.963191032409668
1593832813.6644344,106,0.9651222229003906
1593832814.1591117,107,0.9646215438842773
1593832814.6528664,108,0.9638299942016602
1593832815.1425564,109,0.9605512619018555
1593832815.6332448,110,0.9564123153686523
1593832816.041153,111,0.9507970809936523
1593832816.5548842,112,0.9642190933227539
1593832817.0428636,113,0.9632863998413086
1593832817.5345836,114,0.9646492004394531
1593832818.0242732,115,0.9650774002075195
1593832818.516956,116,0.9662008285522461
1593832819.0256276,117,0.9656887054443359
1593832819.5222676,118,0.965087890625
1593832820.0119581,119,0.965907096862793
1593832820.507633,120,0.9661521911621094
1593832820.9145439,121,0.9646081924438477
1593832821.4670675,122,0.9661016464233398
1593832822.1443174,123,0.9627876281738281
1593832822.5482376,124,0.9655075073242188
1593832823.0858004,125,0.963139533996582
1593832823.5226307,126,0.963841438293457
1593832824.0372553,127,0.9658603668212891
1593832824.52595,128,0.9660787582397461
1593832825.0306005,129,0.9676780700683594
1593832825.519293,130,0.9656047821044922
1593832826.0119758,131,0.9677705764770508
1593832826.5206141,132,0.9668350219726562
1593832826.9285238,133,0.9685811996459961
1593832827.5059805,134,0.9678955078125
1593832827.9507911,135,0.9682188034057617
1593832828.3756545,136,0.9670829772949219
1593832828.8194828,137,0.9687671661376953
1593832829.2653525,138,0.9672050476074219
1593832829.719141,139,0.9683113098144531
1593832830.1420417,140,0.9671592712402344
1593832830.5658772,141,0.9684572219848633
1593832831.0076952,142,0.9679431915283203
1593832831.4486477,143,0.9689292907714844
1593832831.8884733,144,0.969264030456543
1593832832.3023653,145,0.9694442749023438
1593832832.727231,146,0.9700117111206055
1593832833.159265,147,0.9687595367431641
1593832833.5931044,148,0.9684972763061523
1593832834.1216915,149,0.9666013717651367
1593832834.621356,150,0.9675989151000977
1593832835.114037,151,0.9674196243286133
1593832835.6047256,152,0.9673290252685547
1593832836.095414,153,0.9684514999389648
1593832836.5891047,154,0.969700813293457
1593832837.090753,155,0.9698772430419922
1593832837.4956682,156,0.9703750610351562
1593832838.0202663,157,0.9713039398193359
1593832838.50896,158,0.9706096649169922
1593832839.0056388,159,0.968998908996582
1593832839.504298,160,0.9671573638916016
1593832839.910212,161,0.969019889831543
1593832840.434811,162,0.9654474258422852
1593832840.931482,163,0.9693279266357422
1593832841.4281533,164,0.9686183929443359
1593832841.919838,165,0.9712419509887695
1593832842.4115245,166,0.9695510864257812
1593832842.8144467,167,0.9716310501098633
1593832843.3431468,168,0.9692697525024414
1593832843.8749526,169,0.9713726043701172
1593832844.3676353,170,0.9690284729003906
1593832844.8712885,171,0.9706745147705078
1593832845.3609905,172,0.9700460433959961
1593832845.8536758,173,0.9720602035522461
1593832846.3423665,174,0.9711160659790039
1593832846.8361833,175,0.9715890884399414
1593832847.3268495,176,0.9719133377075195
1593832847.9133923,177,0.9721794128417969
1593832848.3234107,178,0.9711904525756836
1593832848.8350434,179,0.9719657897949219
1593832849.3267264,180,0.969883918762207
1593832849.8194094,181,0.9712896347045898
1593832850.3091002,182,0.967503547668457
1593832850.8017838,183,0.9704389572143555
1593832851.2934685,184,0.9690675735473633
1593832851.785153,185,0.9716939926147461
1593832852.274844,186,0.9702873229980469
1593832852.7715158,187,0.9722614288330078
1593832853.268187,188,0.9715147018432617
1593832853.675099,189,0.9731616973876953
1593832854.2026885,190,0.9709444046020508
1593832854.7013583,191,0.9719476699829102
1593832855.1950352,192,0.9698562622070312
1593832855.6857245,193,0.971893310546875
1593832856.0896437,194,0.9705486297607422
1593832856.6122456,195,0.9724016189575195
1593832857.1029348,196,0.9713191986083984
1593832857.595616,197,0.9717445373535156
1593832858.0853071,198,0.9710779190063477
1593832858.5759966,199,0.9712333679199219
1593832859.0756593,200,0.9707612991333008
1593832859.4965348,201,0.9726095199584961
1593832859.9992273,202,0.9728050231933594
1593832860.4918733,203,0.972193717956543
1593832860.982559,204,0.9730958938598633
1593832861.4752421,205,0.9730596542358398
1593832861.9659302,206,0.9730892181396484
1593832862.4576147,207,0.9735851287841797
1593832862.9602716,208,0.9736242294311523
1593832863.451973,209,0.9732131958007812
1593832863.9436414,210,0.9735708236694336
1593832864.4452996,211,0.9728403091430664
1593832864.9349911,212,0.9736642837524414
1593832865.4277565,213,0.9731645584106445
1593832865.9184425,214,0.9734554290771484
1593832866.412124,215,0.9734039306640625
1593832866.9018135,216,0.9734621047973633
1593832867.3935072,217,0.9731025695800781
1593832867.8851833,218,0.9732484817504883
1593832868.385846,219,0.9733371734619141
1593832868.87753,220,0.9728469848632812
1593832869.2834444,221,0.9727039337158203
1593832869.8081129,222,0.9729852676391602
1593832870.2988012,223,0.9720067977905273
1593832870.788492,224,0.9736747741699219
1593832871.2801776,225,0.9721689224243164
1593832871.770865,226,0.973170280456543
1593832872.2775104,227,0.9711980819702148
1593832872.682427,228,0.9734249114990234
1593832873.2050295,229,0.9720630645751953
1593832873.7056913,230,0.9735889434814453
1593832874.1973755,231,0.9719982147216797
1593832874.605287,232,0.9725809097290039
1593832875.118913,233,0.9684133529663086
1593832875.6355305,234,0.9674043655395508
1593832876.1481612,235,0.9480724334716797
1593832876.6389694,236,0.9205446243286133
1593832877.1306436,237,0.8372879028320312
1593832877.6223292,238,0.6858339309692383
1593832878.1283593,239,0.8163576126098633
1593832878.6252012,240,0.7082557678222656
1593832879.1168504,241,0.7909669876098633
1593832879.5237627,242,0.8562507629394531
1593832880.0463667,243,0.838496208190918
1593832880.5390477,244,0.7808198928833008
1593832881.040864,245,0.8889017105102539
1593832881.533502,246,0.9060544967651367
1593832882.0341637,247,0.9102354049682617
