1593832762,0,0.805134416
1593832762,1,0.729501009
1593832763,2,0.676923215
1593832763,3,0.640908957
1593832764,4,0.610552549
1593832764,5,0.59457922
1593832765,6,0.609019637
1593832765,7,0.606641889
1593832766,8,0.578450561
1593832766,9,0.556993663
1593832767,10,0.5562675
1593832767,11,0.558103383
1593832768,12,0.536799669
1593832768,13,0.52254045
1593832769,14,0.510123014
1593832769,15,0.506134391
1593832770,16,0.498167455
1593832770,17,0.478831708
1593832771,18,0.462406337
1593832771,19,0.456217945
1593832772,20,0.572313249
1593832772,21,0.491089225
1593832773,22,0.468573362
1593832773,23,0.456489325
1593832774,24,0.436280549
1593832774,25,0.433680803
1593832775,26,0.423725843
1593832775,27,0.498304039
1593832776,28,0.418336034
1593832776,29,0.384464979
1593832777,30,0.370649725
1593832777,31,0.398887157
1593832778,32,0.378061503
1593832778,33,0.346358478
1593832779,34,0.334680617
1593832779,35,0.362627327
1593832779,36,0.441910774
1593832780,37,0.356018454
1593832780,38,0.338018775
1593832781,39,0.3293764
1593832782,40,0.345877826
1593832782,41,0.440518707
1593832782,42,0.369210124
1593832783,43,0.332314938
1593832783,44,0.309504896
1593832784,45,0.299043715
1593832784,46,0.327398151
1593832785,47,0.30049032
1593832785,48,0.291732967
1593832786,49,0.276908815
1593832786,50,0.271189511
1593832787,51,0.264864743
1593832787,52,0.261766613
1593832788,53,0.260839403
1593832788,54,0.277830064
1593832789,55,0.277260184
1593832789,56,0.273268163
1593832790,57,0.259802222
1593832790,58,0.246687084
1593832791,59,0.240504488
1593832791,60,0.233228475
1593832792,61,0.231684595
1593832792,62,0.230903327
1593832793,63,0.236448437
1593832793,64,0.225031704
1593832794,65,0.218005881
1593832794,66,0.213657737
1593832795,67,0.210256442
1593832795,68,0.209070683
1593832796,69,0.204942375
1593832796,70,0.210946679
1593832797,71,0.219657123
1593832797,72,0.218557864
1593832798,73,0.216013253
1593832798,74,0.201083645
1593832799,75,0.196681008
1593832799,76,0.213899285
1593832800,77,0.234747216
1593832800,78,0.28835389
1593832801,79,0.463629156
1593832801,80,0.349157035
1593832802,81,0.405024707
1593832802,82,0.249490678
1593832803,83,0.224496484
1593832803,84,0.218582988
1593832804,85,0.217695445
1593832804,86,0.214404643
1593832804,87,0.195549205
1593832805,88,0.191325545
1593832805,89,0.184879079
1593832806,90,0.183989123
1593832806,91,0.179791182
1593832807,92,0.184504569
1593832807,93,0.198844552
1593832808,94,0.210996151
1593832808,95,0.182684079
1593832809,96,0.174973726
1593832809,97,0.173509806
1593832810,98,0.178676918
1593832810,99,0.170626968
1593832811,100,0.167048573
1593832811,101,0.165601403
1593832812,102,0.162061185
1593832812,103,0.161322251
1593832813,104,0.159122959
1593832813,105,0.156841442
1593832814,106,0.153983861
1593832814,107,0.152710691
1593832815,108,0.154268861
1593832815,109,0.156107828
1593832816,110,0.164594501
1593832816,111,0.169483453
1593832817,112,0.152322367
1593832817,113,0.149557114
1593832818,114,0.1483922
1593832818,115,0.145521536
1593832819,116,0.144094035
1593832819,117,0.143145129
1593832820,118,0.14366287
1593832820,119,0.141482577
1593832821,120,0.141203254
1593832821,121,0.141003922
1593832821,122,0.141127795
1593832822,123,0.141979367
1593832823,124,0.141219109
1593832823,125,0.141520485
1593832824,126,0.140836209
1593832824,127,0.136912137
1593832825,128,0.134992659
1593832825,129,0.133793324
1593832826,130,0.132951334
1593832826,131,0.132609427
1593832827,132,0.130416423
1593832827,133,0.130038336
1593832828,134,0.12806052
1593832828,135,0.12816225
1593832828,136,0.128043041
1593832829,137,0.12683408
1593832829,138,0.126966983
1593832830,139,0.12660706
1593832830,140,0.125632688
1593832831,141,0.125205398
1593832831,142,0.123794787
1593832831,143,0.122726478
1593832832,144,0.121178739
1593832832,145,0.11999575
1593832833,146,0.119568557
1593832833,147,0.120847329
1593832834,148,0.121728927
1593832834,149,0.124712005
1593832835,150,0.121123105
1593832835,151,0.123480052
1593832836,152,0.120864466
1593832836,153,0.120112374
1593832837,154,0.116672345
1593832837,155,0.116092101
1593832837,156,0.114320099
1593832838,157,0.112898305
1593832839,158,0.112991951
1593832839,159,0.116286524
1593832840,160,0.11847613
1593832840,161,0.115936063
1593832840,162,0.12033812
1593832841,163,0.115844823
1593832841,164,0.113412097
1593832842,165,0.111690186
1593832842,166,0.111470938
1593832843,167,0.109736919
1593832843,168,0.110386699
1593832844,169,0.110454053
1593832844,170,0.10999012
1593832845,171,0.111266211
1593832845,172,0.10784784
1593832846,173,0.106717966
1593832846,174,0.106359683
1593832847,175,0.106195241
1593832847,176,0.104783736
1593832848,177,0.104890503
1593832848,178,0.104416221
1593832849,179,0.104729906
1593832849,180,0.106263265
1593832850,181,0.106337182
1593832850,182,0.109322295
1593832851,183,0.107965812
1593832851,184,0.10651648
